,college,State,City,Is Open Admission,Has Data,Average GPA,GPA Standard Deviation,Acceptance Rate,SAT Reading 25th,SAT Math 25th,SAT Composite 25th,SAT Reading 75th,SAT Math 75th,SAT Composite 75th,Average SAT Score,1st Rank SAT,2nd Rank SAT,3rd Rank SAT,4th Rank SAT,5th Rank SAT,ACT Reading SAT25th,ACT Math 25th,ACT Composite 25th,ACT Reading 75th,ACT Math 75th,ACT Composite 75th,Average ACT Score,1st Rank ACT,2nd Rank ACT,3rd Rank ACT,4th Rank ACT,5th Rank ACT,Average Class Rank,Class Rank Standard Deviation,1st Rank SAT Level,2nd Rank SAT Level,3rd Rank SAT Level,4th Rank SAT Level,1st Rank ACT Level,2nd Rank ACT Level,3rd Rank ACT Level,4th Rank ACT Level,Test Scores,High School GPA,High School Class Rank,Completion of College Preparatory Program,Recommendations,Demonstration of Competencies,AP Credit,Dual Credit,Credit for Life Experiences
1360,Point University,Georgia,East Point,False,True,3.338,0.42,28.9,450,430,880,560,550,1110,1000,41,29,19,12,12,15,16,16,20,19,20,18,41,29,19,12,12,63.072,0.591,1110,995,880,765,20,18,16,14,Considered but not required,Required,Recommended,Recommended,Required,Neither required nor recommended,Yes,Yes,Yes
1361,Polk State College,Florida,Winter Haven,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.072,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1362,Polytechnic University of Puerto Rico-Orlando,Florida,Orlando,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.072,0.591,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1363,Pomona College,California,Claremont,False,True,3.878,0.609,7.4,690,700,1390,750,790,1540,1470,11,7,4,3,3,34,29,32,36,35,35,33,13,7,5,4,4,94.347,0.462,1540,1465,1390,1315,35,33,32,31,Required,Considered but not required,Considered but not required,Required,Required,Neither required nor recommended,Yes,No,No
1364,Porterville College,California,Porterville,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.347,0.462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1365,Portland Community College,Oregon,Portland,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.347,0.462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1366,Portland State University,Oregon,Portland,False,True,3.384,0.507,95.8,500,500,1000,630,590,1220,1110,98,96,93,89,89,16,17,18,24,24,24,21,98,96,93,89,89,62.064082475532274,10.27817722265193,1220,1110,1000,890,24,21,18,15,Considered but not required,Required,Neither required nor recommended,Required,Recommended,Recommended,Yes,Yes,No
1367,Potomac State College of West Virginia University,West Virginia,Keyser,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.064082475532274,10.27817722265193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1368,Prairie State College,Illinois,Chicago Heights,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.064082475532274,10.27817722265193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1369,Pratt Community College,Kansas,Pratt,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.064082475532274,10.27817722265193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1370,Pratt Institute-Main,New York,Brooklyn,False,True,3.6,0.59,55.5,580,580,1160,670,710,1380,1270,68,56,43,31,31,25,22,24,33,28,30,27,68,56,43,31,31,65.86579026662939,14.00395967650563,1380,1270,1160,1050,30,27,24,21,Required,Required,Neither required nor recommended,Recommended,Required,Required,Yes,Yes,Yes
1371,Presbyterian College,South Carolina,Clinton,False,True,3.465,0.5760000000000001,75.5,500,500,1000,620,610,1230,1120,84,75,64,51,51,N/A,N/A,19,N/A,N/A,26,22,85,75,66,55,55,77.532,0.543,1230,1115,1000,885,26,22,19,16,Considered but not required,Required,Considered but not required,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
1372,Presentation College,South Dakota,Aberdeen,False,True,3.157,0.5720000000000001,90.2,463,503,966,598,595,1193,1080,94,90,84,76,76,16,16,17,21,22,21,19,94,90,84,76,76,62.260905829561935,10.7921806585963,1193,1079,966,853,21,19,17,15,Required,Required,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
1373,Princeton University,New Jersey,Princeton,False,True,3.87,0.492,5.8,710,750,1460,770,800,1570,1520,10,6,4,2,2,34,31,33,36,35,35,34,10,6,4,2,2,93.411,0.584,1570,1515,1460,1405,35,34,33,32,Required,Recommended,Recommended,Recommended,Required,Recommended,Yes,No,No
1374,Professional Golfers Career College,California,Temecula,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.411,0.584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1375,Providence College,Rhode Island,Providence,False,True,3.3689999999999998,0.47800000000000004,47.5,610,600,1210,670,680,1350,1280,60,47,34,23,23,27,25,27,33,29,31,29,60,47,34,23,23,80.66,0.41200000000000003,1350,1280,1210,1140,31,29,27,25,Considered but not required,Required,Considered but not required,Required,Required,Neither required nor recommended,Yes,Yes,No
1376,Pueblo Community College,Colorado,Pueblo,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.66,0.41200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1377,Purdue University-Main Campus,Indiana,West Lafayette,False,True,3.664,0.548,59.8,590,600,1190,690,750,1440,1320,72,60,47,34,34,24,26,25,34,33,32,28,73,60,49,38,38,84.334,0.581,1440,1315,1190,1065,32,28,25,22,Required,Required,Recommended,Required,Required,Neither required nor recommended,Yes,Yes,No
1378,Queens University of Charlotte,North Carolina,Charlotte,False,True,3.5620000000000003,0.534,65.2,530,510,1040,630,610,1240,1140,76,65,52,39,39,22,19,21,30,26,27,24,76,65,52,39,39,69.119,0.46900000000000003,1240,1140,1040,940,27,24,21,18,Required,Required,Considered but not required,Recommended,Considered but not required,Neither required nor recommended,Yes,Yes,No
1379,Quincy College,Massachusetts,Quincy,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.119,0.46900000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1380,Quincy University,Illinois,Quincy,False,True,3.412,0.553,61.8,470,480,950,590,600,1190,1070,74,62,49,36,36,18,18,19,25,25,25,22,74,62,49,36,36,65.579,0.508,1190,1070,950,830,25,22,19,16,Required,Required,Recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,Yes
1381,Quinebaug Valley Community College,Connecticut,Danielson,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.579,0.508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1382,Quinsigamond Community College,Massachusetts,Worcester,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.579,0.508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1383,Rabbinical College Bobover Yeshiva Bnei Zion,New York,Brooklyn,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.579,0.508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1384,Rainy River Community College,Minnesota,International Falls,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.579,0.508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1385,Ramapo College of New Jersey,New Jersey,Mahwah,False,True,3.323,0.47700000000000004,65.6,520,510,1030,620,610,1230,1130,77,66,53,40,40,20,19,20,27,26,27,23,78,66,55,44,44,76.284,0.515,1230,1130,1030,930,27,23,20,17,Required,Required,Considered but not required,Required,Required,Neither required nor recommended,Yes,Yes,Yes
1386,Randolph College,Virginia,Lynchburg,False,True,3.529,0.594,89.5,490,480,970,600,580,1180,1080,94,90,84,76,76,17,17,19,25,23,25,22,94,90,84,76,76,72.344,0.41500000000000004,1180,1075,970,865,25,22,19,16,Considered but not required,Required,Neither required nor recommended,Recommended,Considered but not required,Neither required nor recommended,Yes,Yes,Yes
1387,Randolph Community College,North Carolina,Asheboro,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.344,0.41500000000000004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1388,Randolph-Macon College,Virginia,Ashland,False,True,3.479,0.498,70.9,540,510,1050,630,610,1240,1150,81,71,59,46,46,20,18,20,26,25,26,23,81,71,59,46,46,68.835,0.492,1240,1145,1050,955,26,23,20,17,Required,Required,Recommended,Required,Required,Neither required nor recommended,Yes,Yes,No
1389,Ranger College,Texas,Ranger,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1390,Ranken Technical College,Missouri,Saint Louis,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1391,Rappahannock Community College,Virginia,Glenns,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1392,Raritan Valley Community College,New Jersey,Branchburg,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1393,Reading Area Community College,Pennsylvania,Reading,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1394,Red Rocks Community College,Colorado,Lakewood,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1395,Redlands Community College,Oklahoma,El Reno,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.835,0.492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1396,Reed College,Oregon,Portland,False,True,3.741,0.531,39.5,670,655,1325,750,770,1520,1420,52,39,27,18,18,31,27,30,35,33,34,32,52,39,27,18,18,75.438,0.445,1520,1422,1325,1228,34,32,30,28,Required,Required,Considered but not required,Required,Required,Considered but not required,Yes,Yes,No
1397,Reedley College,California,Reedley,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.438,0.445,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1398,Regent University,Virginia,Virginia Beach,False,True,3.513,0.5730000000000001,85.5,520,470,990,630,590,1220,1110,91,86,78,68,68,19,16,19,25,25,25,22,91,86,78,68,68,63.369093739754085,10.173517338804428,1220,1105,990,875,25,22,19,16,Required,Required,Recommended,Recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
1399,Regis University,Colorado,Denver,False,True,3.509,0.52,71,520,510,1030,630,610,1240,1140,81,71,59,46,46,21,19,21,28,26,27,24,81,71,59,46,46,74.307,0.427,1240,1135,1030,925,27,24,21,18,Required,Required,Neither required nor recommended,Neither required nor recommended,Required,Neither required nor recommended,Yes,Yes,Yes
1400,Reid State Technical College,Alabama,Evergreen,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.307,0.427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1401,Reinhardt University,Georgia,Waleska,False,True,3.055,0.5650000000000001,92,490,480,970,600,580,1180,1080,95,92,87,80,80,17,17,19,24,24,25,22,95,92,87,80,80,64.369,0.486,1180,1075,970,865,25,22,19,16,Required,Required,Recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,Yes
1402,Rend Lake College,Illinois,Ina,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.369,0.486,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1403,Rensselaer Polytechnic Institute,New York,Troy,False,True,3.755,0.531,47.4,620,670,1290,710,780,1490,1390,60,47,34,23,23,N/A,N/A,28,N/A,N/A,34,31,60,47,34,23,23,89.553,0.468,1490,1390,1290,1190,34,31,28,25,Required,Required,Required,Required,Required,Required,Yes,Yes,No
1404,Renton Technical College,Washington,Renton,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.553,0.468,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1405,Rhode Island College,Rhode Island,Providence,False,True,3.092,0.577,78.4,450,430,880,550,530,1080,980,86,78,68,55,55,N/A,N/A,16,N/A,N/A,19,17,88,78,71,64,64,63.218,0.546,1080,980,880,780,19,17,16,15,Required,Recommended,Recommended,Required,Required,Neither required nor recommended,Yes,Yes,No
1406,Rhode Island School of Design,Rhode Island,Providence,False,True,3.489,0.577,25.8,610,620,1230,700,770,1470,1350,37,26,17,11,11,27,25,26,35,31,32,29,37,26,17,11,11,63.736521779853206,13.21330022635738,1470,1350,1230,1110,32,29,26,23,Required,Required,Neither required nor recommended,Recommended,Recommended,Required,Yes,Yes,No
1407,Rhodes College,Tennessee,Memphis,False,True,3.664,0.443,44.7,620,600,1220,700,730,1430,1330,58,45,32,22,22,28,25,27,35,30,32,29,61,45,35,26,26,83.586,0.558,1430,1325,1220,1115,32,29,27,25,Required,Required,Required,Required,Required,Recommended,Yes,No,No
1408,Rice University,Texas,Houston,False,True,3.956,0.618,8.7,720,750,1470,770,800,1570,1520,14,9,5,3,3,34,31,33,36,36,35,34,14,9,5,3,3,94.158,0.527,1570,1520,1470,1420,35,34,33,32,Required,Considered but not required,Considered but not required,Required,Required,Considered but not required,Yes,Yes,No
1409,Richland College,Texas,Dallas,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.158,0.527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1410,Richland Community College,Illinois,Decatur,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.158,0.527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1411,Richmond Community College,North Carolina,Hamlet,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.158,0.527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1412,Rider University,New Jersey,Lawrenceville,False,True,3.354,0.453,71.5,510,510,1020,610,600,1210,1120,81,71,59,46,46,19,19,19,26,26,26,22,82,71,61,50,50,72.058,0.496,1210,1115,1020,925,26,22,19,16,Considered but not required,Required,Neither required nor recommended,Required,Considered but not required,Neither required nor recommended,Yes,Yes,Yes
1413,Ridgewater College,Minnesota,Willmar,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.058,0.496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1414,Rio Hondo College,California,Whittier,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.058,0.496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1415,Rio Salado College,Arizona,Tempe,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.058,0.496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1416,Ripon College,Wisconsin,Ripon,False,True,3.416,0.622,69.5,480,510,990,600,620,1220,1110,80,70,58,45,45,N/A,N/A,19,N/A,N/A,25,22,80,70,58,45,45,65.9453422529815,12.482374399938882,1220,1105,990,875,25,22,19,16,Considered but not required,Required,Required,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
1417,River Parishes Community College,Louisiana,Sorrento,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.9453422529815,12.482374399938882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1418,River Valley Community College,New Hampshire,Claremont,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.9453422529815,12.482374399938882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1419,Riverland Community College,Minnesota,Austin,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.9453422529815,12.482374399938882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1420,Riverside City College,California,Riverside,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.9453422529815,12.482374399938882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1421,Roanoke College,Virginia,Salem,False,True,3.385,0.454,74.8,540,510,1050,640,620,1260,1160,84,75,64,51,51,21,20,21,29,27,28,24,85,75,66,55,55,67.634,0.508,1260,1155,1050,945,28,24,21,18,Required,Required,Recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
1422,Roanoke-Chowan Community College,North Carolina,Ahoskie,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.634,0.508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1423,Robert Morris University,Pennsylvania,Moon Township,False,True,3.4130000000000003,0.405,84.5,510,510,1020,600,610,1210,1120,90,84,76,64,64,21,19,21,26,25,27,24,90,84,76,64,64,67.104,0.454,1210,1115,1020,925,27,24,21,18,Required,Required,Recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,Yes
1424,Roberts Wesleyan College,New York,Rochester,False,True,3.407,0.459,66.6,510,510,1020,630,640,1270,1150,78,67,54,41,41,18,18,19,25,25,26,22,79,67,56,45,45,72.781,0.5640000000000001,1270,1145,1020,895,26,22,19,16,Required,Required,Recommended,Recommended,Considered but not required,Required,Yes,Yes,Yes
1425,Robeson Community College,North Carolina,Lumberton,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.781,0.5640000000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1426,Rochester Community and Technical College,Minnesota,Rochester,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.781,0.5640000000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1427,Rochester Institute of Technology,New York,Rochester,False,True,3.605,0.548,70.7,600,620,1220,690,720,1410,1320,81,71,59,46,46,24,26,27,31,31,32,29,82,71,62,51,51,78.695,0.5670000000000001,1410,1315,1220,1125,32,29,27,25,Required,Required,Recommended,Required,Required,Required,Yes,Yes,Yes
1428,Rock Valley College,Illinois,Rockford,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.695,0.5670000000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1429,Rockhurst University,Missouri,Kansas City,False,True,3.613,0.433,63.7,538,540,1078,620,640,1260,1170,75,64,51,38,38,21,20,21,29,27,27,24,75,64,51,38,38,73.043,0.5640000000000001,1260,1169,1078,987,27,24,21,18,Required,Required,Recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
